,Trade Date,1 month expiration,1 month VIX,1 month SVIX,2 month expiration,2 month VIX,2 month SVIX,3 month expiration,3 month VIX,3 month SVIX
1,2021-01-15 00:00:00,2021-02-19 00:00:00,23.635667122818894,21.928884699689732,2021-03-19 00:00:00,25.784858577424362,23.150379200467047,2021-04-16 00:00:00,26.901556775129148,23.495280083597656
2,2021-02-19 00:00:00,2021-03-19 00:00:00,21.503559587567132,20.143817802740625,2021-04-16 00:00:00,24.533092979034915,21.993124476642286,2021-05-21 00:00:00,26.960690483526093,23.274157446253955
3,2021-03-19 00:00:00,2021-04-16 00:00:00,20.278634527155347,19.062053650805446,2021-05-21 00:00:00,24.252162261921857,21.943820978450947,2021-06-18 00:00:00,24.67560408197728,21.73739410063275
4,2021-04-16 00:00:00,2021-05-21 00:00:00,16.417660677268945,15.594963898574779,2021-06-18 00:00:00,18.79972131730635,17.296342249629966,2021-07-16 00:00:00,20.35423135719374,18.230138580224423
5,2021-05-21 00:00:00,2021-06-18 00:00:00,20.082735199303254,18.822531178980622,2021-07-16 00:00:00,21.89056700869933,19.76341569353591,2021-08-20 00:00:00,23.500380846155387,20.700285228762915
6,2021-06-18 00:00:00,2021-07-16 00:00:00,19.935514538978474,18.4165471050496,2021-08-20 00:00:00,21.43330361776405,19.069090710775942,2021-09-17 00:00:00,22.569208742578585,19.729614010611947
7,2021-07-16 00:00:00,2021-08-20 00:00:00,18.461914930385678,17.099746173544958,2021-09-17 00:00:00,20.611806455583743,18.480786554621854,2021-10-15 00:00:00,21.887509230701248,19.106815005990796
8,2021-08-20 00:00:00,2021-09-17 00:00:00,17.93436452315286,16.63631778631993,2021-10-15 00:00:00,20.266777456564228,18.27009849749508,2021-11-19 00:00:00,22.172288773784242,19.361917732281444
9,2021-09-17 00:00:00,2021-10-15 00:00:00,20.521596266927773,18.917920601250078,2021-11-19 00:00:00,22.08491664195134,19.74890052120296,2021-12-17 00:00:00,23.030351060943715,20.170766055852173
10,2021-10-15 00:00:00,2021-11-19 00:00:00,21.263760366723343,20.385686519465878,2021-12-17 00:00:00,19.65426108573169,18.07842637237999,2022-01-21 00:00:00,20.63364020990928,18.284778422617304
11,2021-11-19 00:00:00,2021-12-17 00:00:00,17.915398999109083,16.75309777936014,2022-01-21 00:00:00,20.57227941773331,18.531394431795,2022-02-18 00:00:00,21.97229135889545,19.2721509188407
12,2021-12-17 00:00:00,2022-01-21 00:00:00,19.203807263280158,17.432323255126107,2022-02-18 00:00:00,23.928838020727483,21.48430507079867,2022-03-18 00:00:00,25.384048733998565,22.141675532459697
13,2022-01-21 00:00:00,2022-02-18 00:00:00,29.19307307275248,26.965840449126887,2022-03-18 00:00:00,29.360311492593773,26.10321979798716,2022-04-14 00:00:00,29.529385013310378,25.50145233896075
14,2022-02-18 00:00:00,2022-03-18 00:00:00,27.944852872686397,26.310594357848714,2022-04-14 00:00:00,28.871975779438763,25.9434314477604,2022-05-20 00:00:00,32.267508468349334,28.309482820721847
15,2022-03-18 00:00:00,2022-04-14 00:00:00,24.15346381775493,22.710039041450404,2022-05-20 00:00:00,25.631450864676896,22.807147405742526,2022-06-17 00:00:00,26.70080466703979,23.002322228094123
16,2022-04-14 00:00:00,2022-05-20 00:00:00,22.80288042319977,21.312417300538552,2022-06-17 00:00:00,24.70009417793205,22.177427089516684,2022-07-15 00:00:00,25.92927510290084,22.597395870632308
17,2022-05-20 00:00:00,2022-06-17 00:00:00,32.35392522266008,30.910909144064526,2022-07-15 00:00:00,30.072215036442103,27.552132094411547,2022-08-19 00:00:00,31.16109614713941,27.41904037425003
18,2022-06-17 00:00:00,2022-07-15 00:00:00,31.61179096801994,30.180783443611197,2022-08-19 00:00:00,31.857451509529994,29.058309247855885,2022-09-16 00:00:00,27.93771200731467,22.64580239833533
19,2022-07-15 00:00:00,2022-08-19 00:00:00,20.222749256270262,18.64773421218587,2022-09-16 00:00:00,27.12031753566322,25.246198297240767,2022-10-21 00:00:00,27.271831447732648,24.5145762595237
20,2022-08-19 00:00:00,2022-09-16 00:00:00,19.92034172580285,19.187919350850596,2022-10-21 00:00:00,22.68037192357375,21.17515757053775,2022-11-18 00:00:00,24.22926443830119,22.17828465796031
21,2022-09-16 00:00:00,2022-10-21 00:00:00,26.005188562222862,24.96823126239217,2022-11-18 00:00:00,27.185320837025774,25.44084498784791,2022-12-16 00:00:00,23.329271640625922,19.958898790298985
22,2022-10-21 00:00:00,2022-11-18 00:00:00,30.251060004650366,29.35194077576685,2022-12-16 00:00:00,30.4231566756343,28.739360209887238,2023-01-20 00:00:00,30.686663240492734,27.918664307410822
23,2022-11-18 00:00:00,2022-12-16 00:00:00,23.08388410250235,22.542497238442486,2023-01-20 00:00:00,23.923214479133797,22.529684644076088,2023-02-17 00:00:00,25.314971347073346,23.24533119338277
24,2022-12-16 00:00:00,2023-01-20 00:00:00,21.693506166129936,20.962001906068817,2023-02-17 00:00:00,24.392457653747357,23.172099966834825,2023-03-17 00:00:00,25.02705921482494,23.15834265903122
25,2023-01-20 00:00:00,2023-02-17 00:00:00,19.85269505453241,19.312739826080605,2023-03-17 00:00:00,20.654927672565336,19.537648497700115,2023-04-21 00:00:00,21.544032761716096,19.795168722987928
26,2023-02-17 00:00:00,2023-03-17 00:00:00,19.476176255340746,18.837374946339903,2023-04-21 00:00:00,20.713929256613117,19.316339812860093,2023-05-19 00:00:00,21.67749561395982,19.701850601565962
27,2023-03-17 00:00:00,2023-04-21 00:00:00,25.546461256455586,23.992735956824195,2023-05-19 00:00:00,26.896082337724703,24.212139168435794,2023-06-16 00:00:00,27.554909522651432,24.031055905179304
28,2023-04-21 00:00:00,2023-05-19 00:00:00,15.452008151144966,14.818367383027098,2023-06-16 00:00:00,16.186122664422278,14.463464757983468,2023-07-21 00:00:00,20.2219326797671,17.970062055987356
29,2023-05-19 00:00:00,2023-06-16 00:00:00,16.645928771751812,15.882103240530759,2023-07-21 00:00:00,18.362428029569166,16.669006716739382,2023-08-18 00:00:00,19.87196827732339,17.50162344152671
30,2023-06-16 00:00:00,2023-07-21 00:00:00,13.728320479124054,13.09679175031613,2023-08-18 00:00:00,15.452765662591803,14.341883203095243,2023-09-15 00:00:00,16.642619786336567,15.046264645063673
31,2023-07-21 00:00:00,2023-08-18 00:00:00,13.411629035348746,12.858276275844288,2023-09-15 00:00:00,14.917851355114761,13.865313623015139,2023-10-20 00:00:00,16.3765344896957,14.727165666595427
32,2023-08-18 00:00:00,2023-09-15 00:00:00,17.061132377235243,16.303168203768433,2023-10-20 00:00:00,18.42385286134479,17.003490424303983,2023-11-17 00:00:00,19.22446976176927,17.355315972753928
